Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,LinkedIn
Tile contractor,,North Shore Tile,(978) 536-3110,,,,,5.0,,,,,,,,,,,,"17 Pine St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G2V5+5X Peabody, Massachusetts",Google Maps,
Kitchen remodeler,,Bayside Kitchen & Bath,(508) 457-5900,,baysidekitchens.com,,3,5.0,,,,,,,,,,https://www.facebook.com/sitepad/,,"118 Tanglewood Dr, East Falmouth, MA 02536",East Falmouth,BARNSTABLE,MA,,"HCMC+WH East Falmouth, Falmouth, MA",Google Maps,
Contractor,,Plymouth Bay Fiberglass,(781) 738-3316,,plymouthbayfiberglass.com,,3,3.3,,,,,,,,,,https://m.facebook.com/OriginalFiberglassGutterCo/,,"612 Plain St, Marshfield, MA 02050",Marshfield,PLYMOUTH,MA,,"4745+CH Marshfield, Massachusetts",Google Maps,
Carpet cleaning service,,Absolute Best Tile & Carpet Cleaning,(413) 596-5404,,likenewfloors.com,,107,5.0,,,,,,,,,,https://www.facebook.com/tilecarpetcleaningwilbraham/,https://www.linkedin.com/in/absolute-best-tile-carpet-cleaning-13803536,"110 Manchonis Rd, Wilbraham, MA 01095",Wilbraham,HAMPDEN,MA,,"4HW2+2G Wilbraham, Massachusetts",Google Maps,
Tile store,,High Tech Tile,(978) 235-6199,,hightechtileinc.com,,8,5.0,,,,,,,,,https://www.instagram.com/hightechtileinc/,,,"288 Lancaster St, Leominster, MA 01453",Leominster,WORCESTER,MA,,"G782+96 Leominster, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,Dunn Rite Handyman Services,(413) 695-1233,,dunnritehandymanservices.com,,18,4.8,,,,,,,,,,https://www.facebook.com/dunnritehandymanservice/,,"264 Long Plain Rd, South Deerfield, MA 01373",South Deerfield,FRANKLIN,MA,,"C9XV+XJ South Deerfield, Deerfield, MA",Google Maps,
General contractor,,Ribeiro Pro Services,(412) 526-7643,,rpsus.com,,40,5.0,,,,,,,,,https://www.instagram.com/rproservices/,https://www.facebook.com/ribeiroproservices,,"4 Mt Royal Ave Unit 4-110 I, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8CQC+WJ Marlborough, Massachusetts",Google Maps,
Distribution service,,"UCX Northeast, formerly The Belknap White Group",(800) 283-7500,,ucxflooring.com,,20,4.3,,,,,,,,,,https://www.facebook.com/story.php/?story_fbid=1017971870116313&id=100057105294664,,"10 Atlantic Ave, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV85+VR Woburn, Massachusetts",Google Maps,
Hardware store,,Rocky's Ace Hardware,(508) 210-0647,,rockys.com,,95,4.5,,,,,,,,,,,,"160 Reservoir St, Holden, MA 01520",Holden,WORCESTER,MA,,"84VP+VW Holden, Massachusetts",Google Maps,
Flooring store,,Ideal Floor Covering,(508) 540-3320,,idealfloor.com,,64,4.6,,,,,,,,,,,,"882 Main St, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"H94X+6Q Falmouth, Massachusetts",Google Maps,
Swimming pool contractor,,atlantis pool plastering supplies,(978) 994-7346,,atlantispoolplaster.com,,,5.0,,,,,,,,,,,,"18 Brookline St, Pepperell, MA 01463",Pepperell,MIDDLESEX,MA,,"MCG7+2G Pepperell, Massachusetts",Google Maps,
Hardware store,,"Ed Herrington, Inc. DBA Herrington's",(413) 229-8777,,herringtons.com,,17,4.7,,,,,,,,,,,,"21 Berkshire School Rd, Sheffield, MA 01257",Sheffield,BERKSHIRE,MA,,"4J4V+Q5 Sheffield, Massachusetts",Google Maps,
Tile contractor,,Kent Tiling Services,(617) 259-6782,,kenttilingservices.com,,,,,,,,,,,,,https://www.facebook.com/Kent-Tiling-110546441532289,,"94 Fernandez Cir, Randolph, MA 02368",Randolph,NORFOLK,MA,,"5X68+GC Randolph, Massachusetts",Google Maps,
Rug store,,Landry & Arcari Rugs and Carpeting,(978) 744-5909,,landryandarcari.com,,38,4.8,,,,,,,,,,,,"63 Flint St, Salem, MA 01970",Salem,ESSEX,MA,,"G3CV+96 Salem, Massachusetts",Google Maps,
Carpet installer,English,"Industrial Floor Covering,",(978) 362-8655,,,,,,WALTER,DUPONT,,,,,,,,,,"148 Rangeway Rd, North Billerica, MA 01862",North Billerica,MIDDLESEX,MA,,"HMCR+HH North Billerica, Billerica, MA",Google Maps,
Carpet installer,American,"Industrial Floor Covering,",(978) 362-8655,,,,,,JEANNE,F. BROWNE,,,,,,,,,,"148 Rangeway Rd, North Billerica, MA 01862",North Billerica,MIDDLESEX,MA,,"HMCR+HH North Billerica, Billerica, MA",Google Maps,
Flooring store,,A Jay & Son Hardwood Floors,(508) 274-8163,,,,2,5.0,,,,,,,,,,,,"143 Fresh Pond Rd, East Falmouth, MA 02536",East Falmouth,BARNSTABLE,MA,,"HFP8+W7 East Falmouth, Falmouth, MA",Google Maps,
Building materials supplier,,Kamco Supply Corp. of Boston,(508) 842-5170,,kamcoboston.com,,44,4.5,,,,,,,,,,,,"476 Hartford Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"774X+87 Shrewsbury, Massachusetts",Google Maps,
Jewelry store,,Wandering Moon,(413) 625-9667,,wandering-moon.com,,14,4.7,,,,,,,,,,,,"59 Bridge St, Shelburne Falls, MA 01370",Shelburne Falls,FRANKLIN,MA,,"J736+9J Shelburne Falls, Massachusetts",Google Maps,
Carpet store,,Parker Carpet,(508) 693-7405,,parkercarpet.com,,20,5.0,,,,,,,,,https://www.instagram.com/parkercarpet/,https://www.facebook.com/parkercarpet/,,"22 Merchants Ct, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C9WM+RW Vineyard Haven, Tisbury, MA",Google Maps,
Furniture store,,Horton Furniture,(508) 943-0234,,hortonfurniture.com,,57,4.6,,,,,,,,,,,,"53 Schofield Ave, Dudley, MA 01571",Dudley,WORCESTER,MA,,"24V5+7R Dudley, Massachusetts",Google Maps,
Hardware store,,Dettinger Lumber Co,(413) 442-6916,,dettingerlumber.com,,30,4.7,,,,,,,,,,https://www.facebook.com/DettingerLumberCo/,https://www.linkedin.com/company/dettinger-lumber-co,"24 Warren Terrace, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CPJV+M6 Pittsfield, Massachusetts",Google Maps,
Carpenter,Portuguese,Graeff & Pyles,(978) 871-8473,,graeffpyles.com,,12,5.0,LUCAS,GRAEFF DOS SANTOS,,,,,,,https://www.instagram.com/graeffpyles/,https://m.facebook.com/graeffpyles/,,"92 Concord Rd Unit B, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"HP2H+P6 Billerica, Massachusetts",Google Maps,
Remodeler,,Tranni Home Remodeling,(978) 408-1931,,trannihomeremodeling.com,,21,5.0,,,,,,,,,https://www.instagram.com/trannihomeremodeling/,https://www.facebook.com/TranniHomeRemodeling/,https://www.linkedin.com/company/tranni-home-remodeling/,"99 Marshall St, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"GPMG+4P Billerica, Massachusetts",Google Maps,
Flooring store,,Baystate Rug and Flooring,(413) 331-6918,,baystaterug.com,,17,3.7,,,,,,,,,,https://www.facebook.com/BaystateRug/,https://www.linkedin.com/in/joe-montemagni-34407222,"671 Grattan St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5CF2+89 Chicopee, Massachusetts",Google Maps,
Jeweler,,Nasr Jewelers,(508) 746-1006,,nasrjewelersplymouth.com,,195,4.9,,,,,,,,,https://www.instagram.com/nasrjewelersma/,,https://www.linkedin.com/company/nasr-jewelers,"61 Commerce Way, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"X73Q+RJ Plymouth, Massachusetts",Google Maps,
Tile contractor,,USA Tile and Painting,(978) 233-8173,,usatileandpaintingcorp.com,,31,5.0,,,,,,,,,https://www.instagram.com/usa_tile_andpaintingcorp,https://www.facebook.com/286622125322188,,"97 Forest St #5, Lowell, MA 01851",Lowell,MIDDLESEX,MA,,"PMCJ+48 Lowell, Massachusetts",Google Maps,
Tile contractor,,Brothers Tile & Masonry,(617) 583-5758,,,,,,,,,,,,,,,https://www.facebook.com/BrothersTileMasonry/?locale=is_IS,,"6 Liberty Sq #2070, Boston, MA 02109",Boston,SUFFOLK,MA,,"9W5V+6W Boston, Massachusetts",Google Maps,
Bathroom remodeler,,Fazzio Construction,(206) 593-7681,,fazziollc.com,,6,5.0,,,,,,,,,https://www.instagram.com/fazzioconstruction,,,"11 Labor in Vain Rd, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M5JF+44 Ipswich, Massachusetts",Google Maps,
Flooring contractor,,Maximos Tile,(508) 808-8900,,,,9,5.0,,,,,,,,,,https://www.facebook.com/p/Maximos-Tile-Inc-100064038072200/,,"14 Cedar St, Westborough, MA 01581",Westborough,WORCESTER,MA,,"798Q+PX Westborough, Massachusetts",Google Maps,
General contractor,,Tomlinson Builders,(413) 256-0694,,tomlinsonbuilders.com,,3,4.7,,,,,,,,,https://www.instagram.com/tomlinson_builders/,,,"15 N Maple St, Amherst, MA 01002",Amherst,HAMPSHIRE,MA,,"9F62+F2 Amherst, Massachusetts",Google Maps,
Flooring store,,Cloutier Supply,(508) 398-2136,,cloutiersupply.com,,32,4.6,,,,,,,,,,,,"10 Deerfield Rd, Harwich, MA 02645",Harwich,BARNSTABLE,MA,,"MVRG+52 Harwich, Massachusetts",Google Maps,
Tile store,,Tile World Design Center,(781) 340-4450,,tileworlddesign.com,,339,5.0,,,,,,,,,,,,"1595 Main St, Weymouth, MA 02190",Weymouth,NORFOLK,MA,,"42XV+XQ Weymouth, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,Lady with a Hammer,(978) 302-0746,,ladywithahammer.com,,3,5.0,,,,,,,,,,https://www.facebook.com/ladyhammerDSA/,,"637 Pleasant St, Dunstable, MA 01827",Dunstable,MIDDLESEX,MA,,"MFCF+VF Dunstable, Massachusetts",Google Maps,
Interior designer,,Jess Cooney Interiors,(413) 645-3456,,jesscooney.com,,12,5.0,,,,,,,,,https://www.instagram.com/jesscooneyinteriors/,https://www.facebook.com/jesscooneyinteriors/,,"2 State Rd, Great Barrington, MA 01230",Great Barrington,BERKSHIRE,MA,,"6J2V+F4 Great Barrington, Massachusetts",Google Maps,
Flooring store,,Acme Carpet One Floor & Home,(978) 503-7753,,acmecarpetonelunenburg.com,,55,4.7,,,,,,,,,,https://www.facebook.com/AcmeCarpetOne/,https://www.linkedin.com/company/acme-carpet-one,"228 Massachusetts Ave, Lunenburg, MA 01462",Lunenburg,WORCESTER,MA,,"H6RQ+8G Lunenburg, Massachusetts",Google Maps,
Tile store,,Cortina Tile & Marble,(413) 737-1179,,cortinatile.com,,51,4.8,,,,,,,,,,https://www.facebook.com/p/Cortina-Tile-Marble-100063713492935/,,"1645 Riverdale St, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49X9+6X West Springfield, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,Odds & Ends Handyman Service,(978) 741-2121,,oddsandendshandyman.com,,41,4.9,,,,,,,,,https://www.instagram.com/gooddrum,https://www.facebook.com/oaehandyman,https://www.linkedin.com/in/clifford-goodman-2a316a14,"22 Bertuccio Ave, Salem, MA 01970",Salem,ESSEX,MA,,"G36X+X7 Salem, Massachusetts",Google Maps,
Bathroom remodeler,,H2o Kitchen & Bath Design Center,(508) 548-8453,,h2obathtilemore.com,,13,4.7,,,,,,,,,,https://www.facebook.com/H2oKitchenandBathDesignCenter/,,"79 Davis Straits Unit A, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"HC52+M8 Falmouth, Massachusetts",Google Maps,
Roofing contractor,,Lifetime Tilers,(413) 562-9720,,lifetimetilers.com,,18,5.0,,,,,,,,,https://www.instagram.com/lifetimetilers/,https://www.facebook.com/TileRoofing,https://www.linkedin.com/company/lifetime-tilers/,"565 N Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"57M9+4C Westfield, Massachusetts",Google Maps,
Flooring store,,A1 Martha's Vineyard Hardwood,(508) 693-2838,,,,,1.0,,,,,,,,,,,,"21 Evelyn Way, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C9XP+6R Vineyard Haven, Tisbury, MA",Google Maps,
Construction company,,VANNHELD CONTRACTING,(781) 901-0305,,,,,5.0,,,,,,,,,,,,"46 Lincoln Blvd, Abington, MA 02351",Abington,PLYMOUTH,MA,,"4392+6V Abington, Massachusetts",Google Maps,
General contractor,,Sonic Remodeling,(978) 870-7820,,,,13,4.7,,,,,,,,,,https://www.facebook.com/p/Sonic-Remodeling-LLC-100063530588226/,,"474 Burncoat St, Worcester, MA 01606",Worcester,WORCESTER,MA,,"8695+98 Worcester, Massachusetts",Google Maps,
Flooring store,,Blackstone Valley Hardwood,(508) 234-6696,,bvhfloors.com,,,,,,,,,,,,,,,"202 Carpenter Rd, Whitinsville, MA 01588",Whitinsville,WORCESTER,MA,,"48H9+GP Whitinsville, Northbridge, MA",Google Maps,
Art gallery,,Salmon Falls Gallery,(413) 625-9833,,salmonfallsgallery.com,,42,4.8,,,,,,,,,https://www.instagram.com/salmonfallsgallery/,https://www.facebook.com/salmonfallsgallery/,,"1 Ashfield St #10, Shelburne Falls, MA 01370",Shelburne Falls,FRANKLIN,MA,,"J725+R9 Shelburne Falls, Massachusetts",Google Maps,
Tile contractor,Portuguese,Wooden Craft,(978) 990-6065,,wooden-craft.ueniweb.com,,,,VOLNEI,TEIXEIRA MARTINS,,,,,,,,,,"73 Heritage Ln Apt C3, Leominster, MA 01453",Leominster,WORCESTER,MA,,"H743+VC Leominster, Massachusetts",Google Maps,
Contractor,,Tile Masters,(978) 987-7600,,tilemasters-ma.com,,4,5.0,,,,,,,,,,,,"79 Wildwood Rd, Lunenburg, MA 01462",Lunenburg,WORCESTER,MA,,"J7CW+XM Lunenburg, Massachusetts",Google Maps,
Tile contractor,,Granby Carpet & Vinyl Outlet,(413) 547-8034,,,,3,3.7,,,,,,,,,,,,"297 East St, Ludlow, MA 01056",Ludlow,HAMPDEN,MA,,"5G5G+Q5 Ludlow, Massachusetts",Google Maps,
General contractor,,W.C. Carpentry,(781) 422-9700,,wccarpenters.com,,8,5.0,,,,,,,,,https://www.instagram.com/wccarpenters/,,,"53 Summer St, Kingston, MA 02364",Kingston,PLYMOUTH,MA,,"X7XC+23 Kingston, Massachusetts",Google Maps,
Bathroom remodeler,,New Tile,(508) 740-3800,,newtilecorp.com,,6,5.0,,,,,,,,,https://www.instagram.com/newtilepro/,,,"43 Park St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HHJ+8F Framingham, Massachusetts",Google Maps,
Flooring store,,Sunshine Carpet & Flooring,(978) 251-8825,,sunshinecarpetflooring.com,,21,5.0,,,,,,,,,https://www.instagram.com/sunshinecarpetflooring/,,,"14 Middlesex St, North Chelmsford, MA 01863",North Chelmsford,MIDDLESEX,MA,,"JJQ9+H6 North Chelmsford, Chelmsford, MA",Google Maps,
Construction company,,Dynamic Flooring and Cleaning Services,(857) 540-1982,,dynamicflooringservice.com,,12,5.0,,,,,,,,,https://www.instagram.com/dynamicflooringservices,,,"1 Lancaster Rd #1A, Shirley, MA 01464",Shirley,MIDDLESEX,MA,,"G8VR+5X Shirley, Massachusetts",Google Maps,
General contractor,,Thayer Street Builders,(413) 665-4018,,thayerstreetbuilders.com,,5,4.2,,,,,,,,,,,,"8 Coates Ave, South Deerfield, MA 01373",South Deerfield,FRANKLIN,MA,,"F9GR+9J South Deerfield, Deerfield, MA",Google Maps,
Tile store,,Bellew Tile & Marble,(781) 982-3030,,bellewtile.com,,83,4.7,,,,,,,,,,,,"308 Hingham St, Rockland, MA 02370",Rockland,PLYMOUTH,MA,,"43WW+3G Rockland, Massachusetts",Google Maps,
Tile contractor,,loch tile installation,(781) 504-3895,,lochtile.com,,,,,,,,,,,,,,,"250 Vine St #1R, Everett, MA 02149",Everett,MIDDLESEX,MA,,,Google Maps,
Flooring store,,FLOORS & WALLS TILE AND STONE,(508) 957-2855,,floorswalls.com,,,5.0,,,,,,,,,,https://www.facebook.com/FloorsndWalls/,,"210 Barnstable Rd, Hyannis, MA 02601",Hyannis,BARNSTABLE,MA,,"MP58+M6 Hyannis, Barnstable, MA",Google Maps,
Flooring store,,Hastings Floor Covering,(978) 521-8848,,hastingsfloor.com,,18,4.3,,,,,,,,,,,,"919 Salem St, Groveland, MA 01834",Groveland,ESSEX,MA,,"PXPJ+FF Groveland, Massachusetts",Google Maps,
Construction company,,Wood to Stone,,,woodtostonellc.com,,2,4.0,,,,,,,,,,https://www.facebook.com/B3BuildingCompany/,,"17 Mahaiwe St, Great Barrington, MA 01230",Great Barrington,BERKSHIRE,MA,,"5JPM+MQ Great Barrington, Massachusetts",Google Maps,
Flooring contractor,,W.H. Russell,(508) 693-3180,,,,,,,,,,,,,,,https://www.facebook.com/whrussellmv/,,"61 Canterbury Ln, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C9RQ+P9 Vineyard Haven, Tisbury, MA",Google Maps,
Flooring store,,JR Hardwood Supplies,(508) 524-8957,,,,16,4.8,,,,,,,,,,https://m.facebook.com/falmouthpet/?locale=hi_IN,,"112 Davis Straits, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"HC62+82 Falmouth, Massachusetts",Google Maps,
Tile store,,Best Tile Springfield,(413) 732-4191,,besttile.com,,47,4.6,,,,,,,,,,https://www.facebook.com/besttilespringfield/,,"1102 Riverdale St, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49MF+P9 West Springfield, Massachusetts",Google Maps,
Carpet store,,Cover-All Carpet & Flooring,(508) 944-5695,,,,,,,,,,,,,,,,,"422 Boston Turnpike # 111, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"77GF+F5 Shrewsbury, Massachusetts",Google Maps,
Flooring store,,Galvin Flooring,(978) 448-3206,,galvinflooring.com,,4,5.0,,,,,,,,,,,,"42 Worthen Dr, Groton, MA 01450",Groton,MIDDLESEX,MA,,"HCMM+GC Groton, Massachusetts",Google Maps,
Flooring store,,Mercier Carpet,(413) 736-5811,,merciercarpet.com,,33,4.6,,,,,,,,,,https://www.facebook.com/merciercarpet,,"1343 Riverdale St, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49RF+6G West Springfield, Massachusetts",Google Maps,
Contractor,,Giovannucci Brothers Construction,(781) 639-4400,,giobros.com,,15,4.7,,,,,,,,,,https://www.facebook.com/giobrosinc/,,"59 Atlantic Ave #2, Marblehead, MA 01945",Marblehead,ESSEX,MA,,"F4XV+65 Marblehead, Massachusetts",Google Maps,
Kitchen remodeler,,"Frangioso Granite,",(781) 849-0016,,frangiosogranite.com,,8,4.3,,,,,,,,,,,,"95 Grove St, Braintree, MA 02184",Braintree,NORFOLK,MA,,"52V3+PV Braintree, Massachusetts",Google Maps,
Flooring store,,Cristino Cabinets & Flooring,(508) 634-8611,,cristinocabinetsandflooring.com,,3,5.0,,,,,,,,,,,,"189 West St #3, Milford, MA 01757",Milford,WORCESTER,MA,,"4FV4+4Q Milford, Massachusetts",Google Maps,
Carpet store,American,Acme,(978) 503-7753,,acmecarpetonelunenburg.com,,3,3.3,MATTHEW,E. CADY,,,,,,,,,,"228 Massachusetts Ave, Lunenburg, MA 01462",Lunenburg,WORCESTER,MA,,"H6RQ+7G Lunenburg, Massachusetts",Google Maps,
Carpet store,English,Acme,(978) 503-7753,,acmecarpetonelunenburg.com,,3,3.3,SAME,TWO ABOVE,,,,,,,,,,"228 Massachusetts Ave, Lunenburg, MA 01462",Lunenburg,WORCESTER,MA,,"H6RQ+7G Lunenburg, Massachusetts",Google Maps,
Bathroom remodeler,,"Affordable Baths,",(413) 209-3797,,affordablebaths.com,,31,4.5,,,,,,,,,,https://www.facebook.com/AffordableBaths,,"357 Cottage St, Springfield, MA 01104",Springfield,HAMPDEN,MA,,"4FV5+9R Springfield, Massachusetts",Google Maps,
Construction company,,Brian's Home Repair and Remodeling,(978) 425-4548,,,,5,4.2,,,,,,,,,,https://www.facebook.com/HomeRepairBRIAN/,,"305 Great Rd, Shirley, MA 01464",Shirley,MIDDLESEX,MA,,"H8RP+85 Shirley, Massachusetts",Google Maps,
Contractor,,Homestead Renovations and Design,(518) 231-0879,,homesteadma.com,,2,5.0,,,,,,,,,,https://m.facebook.com/profile.php?id=61550224139658,,"N Main St, Lanesborough, MA 01237",Lanesboro,BERKSHIRE,MA,,"GQM9+2M Lanesborough, Massachusetts",Google Maps,
Flooring contractor,,A P Beauregard's Hardwood-Tile,(978) 632-6200,,,,15,4.7,,,,,,,,,,https://www.facebook.com/apbflooring/,,"294 Central St, Gardner, MA 01440",Gardner,WORCESTER,MA,,"H2G4+H4 Gardner, Massachusetts",Google Maps,
Flooring store,,Wagner Rug & Flooring,(413) 568-0520,,wagnerrug.com,,49,4.8,,,,,,,,,,,,"302 E Main St, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"477F+MM Westfield, Massachusetts",Google Maps,
Flooring store,,John Ricardo Hardwood Floors,(508) 746-4796,,,,6,3.7,,,,,,,,,,,,"31 Sunrise Ave, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,,Google Maps,
Flooring contractor,,Vu's Tile & Floor Installation Services,(617) 892-5916,,vutilefloorma.com,,4,4.8,,,,,,,,,,https://www.facebook.com/p/Vu-tile-Floor-services-100089654869885/,,"8 Allston St, Dorchester, MA 02124",Boston,SUFFOLK,MA,,"7WRM+R5 Dorchester, Boston, MA",Google Maps,
Dry wall contractor,,Hernandez Tile Services,(617) 314-1952,,,,3,3.3,,,,,,,,,,,,"45 Shawmut St, Chelsea, MA 02150",Chelsea,SUFFOLK,MA,,"9XQ8+8F Chelsea, Massachusetts",Google Maps,
Flooring store,,Floors & Kitchens Today,(508) 762-1680,,floorsandkitchenstoday.com,,75,4.3,,,,,,,,,,https://www.facebook.com/FKTAuburn/,https://www.linkedin.com/company/floors-and-kitchens-today,"470 Southbridge St, Auburn, MA 01501",Auburn,WORCESTER,MA,,"55X4+7Q Auburn, Massachusetts",Google Maps,
Flooring store,,Abdinoor Flooring,(978) 454-2022,,abdinoorflooring.com,,20,4.5,,,,,,,,,,https://www.facebook.com/abdinoorflooring/,,"109 Arlington St, Dracut, MA 01826",Dracut,MIDDLESEX,MA,,"MPC2+3J Dracut, Massachusetts",Google Maps,
Home improvement store,,Lucigold,(508) 759-7346,,lucigold.com,,,5.0,,,,,,,,,,,,"02532, 145 Main Ave, East Wareham, MA 02538",Buzzards Bay,BARNSTABLE,MA,,"Q84X+C3 East Wareham, Wareham, MA",Google Maps,
Tile contractor,,Evolution Tile,(774) 414-9508,,evolutiontiles.com,,,,,,,,,,,,https://www.instagram.com/evolutiontiles,https://www.facebook.com/evolutiontiles.usa,,"235 Walnut St Suite B5, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HWF+QR Framingham, Massachusetts",Google Maps,
Countertop store,,OC Stone Granite & Marble,(781) 327-6935,,ocstonegraniteandmarble.com,,60,4.9,,,,,,,,,https://www.instagram.com/oc_stone,https://www.facebook.com/138349819677225,https://www.linkedin.com/company/ocstonegranite&marble,"102 Bridge Rd #1b, Salisbury, MA 01952",Salisbury,ESSEX,MA,,"R4GM+VF Salisbury, Massachusetts",Google Maps,
Carpet store,American,Acme,(978) 503-7753,,acmecarpetonelunenburg.com,,3,3.3,HERBERT,I. ARSENAULT JR.,,,,,,,,,,"228 Massachusetts Ave, Lunenburg, MA 01462",Lunenburg,WORCESTER,MA,,"H6RQ+7G Lunenburg, Massachusetts",Google Maps,
General contractor,,House Improvement,(508) 842-9769,,houseimprovementllc.com,,9,5.0,,,,,,,,,,https://www.facebook.com/houseimprovementllc,,"6 Garfield Ave, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"78Q7+64 Shrewsbury, Massachusetts",Google Maps,
General contractor,,Berkshire Carpentry,(413) 743-0107,,,,2,3.0,,,,,,,,,,,,"708 Lanesboro Rd, Cheshire, MA 01225",Cheshire,BERKSHIRE,MA,,"GRV8+C7 Cheshire, Massachusetts",Google Maps,
Lumber store,,Concord Lumber & Building Center,(978) 486-9877,,concordbdc.com,,54,4.5,,,,,,,,,,https://www.facebook.com/ConcordBDC/,,"55 White St, Littleton, MA 01460",Littleton,MIDDLESEX,MA,,"GGWC+VV Littleton, Massachusetts",Google Maps,
Carpenter,,Pugo Home Services,(203) 260-2443,,pugohomeservices.com,,3,5.0,,,,,,,,,,,,"8 Silver St, Great Barrington, MA 01230",Great Barrington,BERKSHIRE,MA,,"5JMM+MV Great Barrington, Massachusetts",Google Maps,
Kitchen remodeler,,Marblehead Design Kitchen and Bath,(774) 836-3702,,marbleheadkitchens.com,,4,5.0,,,,,,,,,https://www.instagram.com/marbleheadkitchens/,,,"10 Atlantic Ave, Marblehead, MA 01945",Marblehead,ESSEX,MA,,"G42W+92 Marblehead, Massachusetts",Google Maps,
Art gallery,,Susan Davies - Custom Tile & Fine Art,(774) 238-2980,,susandaviesartist.com,,2,5.0,,,,,,,,,,https://www.facebook.com/capecodtiledesign/,,"23 Newtown Rd, Sandwich, MA 02563",Sandwich,BARNSTABLE,MA,,"MHM5+X2 Sandwich, Massachusetts",Google Maps,
Carpet store,,Braintree Rug Co,(781) 843-6096,,braintreerug.com,,8,4.3,,,,,,,,,,,,"944 Washington St, Braintree, MA 02184",Braintree,NORFOLK,MA,,"6X2V+VV Braintree, Massachusetts",Google Maps,
